Submeasurements | avg. watts @ 100%,Submeasurements | avg. watts @ active idle,P_idle_W,P_dyn_W,P_peak_W,ratio_Pidle_Ppeak,ratio_Pidle_Ppeak_percent,ratio_Pdyn_Ppeak,ratio_Pdyn_Ppeak_percent
1152,171,171.000000,981.000000,1152.000000,0.148438,14.843750,0.851562,85.156250
736,109,109.000000,627.000000,736.000000,0.148098,14.809783,0.851902,85.190217
435,64.2,64.200000,370.800000,435.000000,0.147586,14.758621,0.852414,85.241379
800,117,117.000000,683.000000,800.000000,0.146250,14.625000,0.853750,85.375000
367,53.6,53.600000,313.400000,367.000000,0.146049,14.604905,0.853951,85.395095
364,53.1,53.100000,310.900000,364.000000,0.145879,14.587912,0.854121,85.412088
768,112,112.000000,656.000000,768.000000,0.145833,14.583333,0.854167,85.416667
4444,645,645.000000,3799.000000,4444.000000,0.145140,14.513951,0.854860,85.486049
426,61.8,61.800000,364.200000,426.000000,0.145070,14.507042,0.854930,85.492958
5409,781,781.000000,4628.000000,5409.000000,0.144389,14.438898,0.855611,85.561102
271,39,39.000000,232.000000,271.000000,0.143911,14.391144,0.856089,85.608856
4030,572,572.000000,3458.000000,4030.000000,0.141935,14.193548,0.858065,85.806452
4940,700,700.000000,4240.000000,4940.000000,0.141700,14.170040,0.858300,85.829960
3004,421,421.000000,2583.000000,3004.000000,0.140146,14.014647,0.859854,85.985353
931,130,130.000000,801.000000,931.000000,0.139635,13.963480,0.860365,86.036520
71.7,10,10.000000,61.700000,71.700000,0.139470,13.947001,0.860530,86.052999
1478,206,206.000000,1272.000000,1478.000000,0.139378,13.937754,0.860622,86.062246
688,95.8,95.800000,592.200000,688.000000,0.139244,13.924419,0.860756,86.075581
5431,756,756.000000,4675.000000,5431.000000,0.139201,13.920088,0.860799,86.079912
347,48.3,48.300000,298.700000,347.000000,0.139193,13.919308,0.860807,86.080692
997,138,138.000000,859.000000,997.000000,0.138415,13.841525,0.861585,86.158475
387,53.4,53.400000,333.600000,387.000000,0.137984,13.798450,0.862016,86.201550
894,123,123.000000,771.000000,894.000000,0.137584,13.758389,0.862416,86.241611
1417,193,193.000000,1224.000000,1417.000000,0.136203,13.620325,0.863797,86.379675
5938,807,807.000000,5131.000000,5938.000000,0.135904,13.590434,0.864096,86.409566
430,58.4,58.400000,371.600000,430.000000,0.135814,13.581395,0.864186,86.418605
5001,664,664.000000,4337.000000,5001.000000,0.132773,13.277345,0.867227,86.722655
329,43.5,43.500000,285.500000,329.000000,0.132219,13.221884,0.867781,86.778116
810,105,105.000000,705.000000,810.000000,0.129630,12.962963,0.870370,87.037037
733,94.9,94.900000,638.100000,733.000000,0.129468,12.946794,0.870532,87.053206
5968,758,758.000000,5210.000000,5968.000000,0.127011,12.701072,0.872989,87.298928
459,58.1,58.100000,400.900000,459.000000,0.126580,12.657952,0.873420,87.342048
838,106,106.000000,732.000000,838.000000,0.126492,12.649165,0.873508,87.350835
4993,631,631.000000,4362.000000,4993.000000,0.126377,12.637693,0.873623,87.362307
385,48.6,48.600000,336.400000,385.000000,0.126234,12.623377,0.873766,87.376623
471,59.4,59.400000,411.600000,471.000000,0.126115,12.611465,0.873885,87.388535
3978,500,500.000000,3478.000000,3978.000000,0.125691,12.569130,0.874309,87.430870
385,48.2,48.200000,336.800000,385.000000,0.125195,12.519481,0.874805,87.480519
3982,498,498.000000,3484.000000,3982.000000,0.125063,12.506278,0.874937,87.493722
419,52.2,52.200000,366.800000,419.000000,0.124582,12.458234,0.875418,87.541766
4479,558,558.000000,3921.000000,4479.000000,0.124581,12.458138,0.875419,87.541862
5479,681,681.000000,4798.000000,5479.000000,0.124293,12.429275,0.875707,87.570725
1479,182,182.000000,1297.000000,1479.000000,0.123056,12.305612,0.876944,87.694388
421,51.7,51.700000,369.300000,421.000000,0.122803,12.280285,0.877197,87.719715
5999,735,735.000000,5264.000000,5999.000000,0.122520,12.252042,0.877480,87.747958
422,51.5,51.500000,370.500000,422.000000,0.122038,12.203791,0.877962,87.796209
414,50.3,50.300000,363.700000,414.000000,0.121498,12.149758,0.878502,87.850242
450,54.6,54.600000,395.400000,450.000000,0.121333,12.133333,0.878667,87.866667
849,103,103.000000,746.000000,849.000000,0.121319,12.131920,0.878681,87.868080
982,119,119.000000,863.000000,982.000000,0.121181,12.118126,0.878819,87.881874
414,50,50.000000,364.000000,414.000000,0.120773,12.077295,0.879227,87.922705
6532,787,787.000000,5745.000000,6532.000000,0.120484,12.048377,0.879516,87.951623
7967,959,959.000000,7008.000000,7967.000000,0.120372,12.037153,0.879628,87.962847
415,49.9,49.900000,365.100000,415.000000,0.120241,12.024096,0.879759,87.975904
474,56.8,56.800000,417.200000,474.000000,0.119831,11.983122,0.880169,88.016878
469,56,56.000000,413.000000,469.000000,0.119403,11.940299,0.880597,88.059701
7031,838,838.000000,6193.000000,7031.000000,0.119186,11.918646,0.880814,88.081354
4983,592,592.000000,4391.000000,4983.000000,0.118804,11.880393,0.881196,88.119607
410,48.6,48.600000,361.400000,410.000000,0.118537,11.853659,0.881463,88.146341
7561,891,891.000000,6670.000000,7561.000000,0.117842,11.784156,0.882158,88.215844
469,55,55.000000,414.000000,469.000000,0.117271,11.727079,0.882729,88.272921
405,47.4,47.400000,357.600000,405.000000,0.117037,11.703704,0.882963,88.296296
414,48.2,48.200000,365.800000,414.000000,0.116425,11.642512,0.883575,88.357488
915,106,106.000000,809.000000,915.000000,0.115847,11.584699,0.884153,88.415301
416,48.1,48.100000,367.900000,416.000000,0.115625,11.562500,0.884375,88.437500
423,48.9,48.900000,374.100000,423.000000,0.115603,11.560284,0.884397,88.439716
432,49.8,49.800000,382.200000,432.000000,0.115278,11.527778,0.884722,88.472222
437,50.3,50.300000,386.700000,437.000000,0.115103,11.510297,0.884897,88.489703
457,52.4,52.400000,404.600000,457.000000,0.114661,11.466083,0.885339,88.533917
432,49.5,49.500000,382.500000,432.000000,0.114583,11.458333,0.885417,88.541667
457,52.3,52.300000,404.700000,457.000000,0.114442,11.444201,0.885558,88.555799
963,110,110.000000,853.000000,963.000000,0.114226,11.422638,0.885774,88.577362
5989,679,679.000000,5310.000000,5989.000000,0.113375,11.337452,0.886625,88.662548
458,51.3,51.300000,406.700000,458.000000,0.112009,11.200873,0.887991,88.799127
448,50,50.000000,398.000000,448.000000,0.111607,11.160714,0.888393,88.839286
919,102,102.000000,817.000000,919.000000,0.110990,11.099021,0.889010,88.900979
454,49.4,49.400000,404.600000,454.000000,0.108811,10.881057,0.891189,89.118943
451,48.7,48.700000,402.300000,451.000000,0.107982,10.798226,0.892018,89.201774
461,49.6,49.600000,411.400000,461.000000,0.107592,10.759219,0.892408,89.240781
976,105,105.000000,871.000000,976.000000,0.107582,10.758197,0.892418,89.241803
461,49.3,49.300000,411.700000,461.000000,0.106941,10.694143,0.893059,89.305857
957,99.8,99.800000,857.200000,957.000000,0.104284,10.428422,0.895716,89.571578
956,99.6,99.600000,856.400000,956.000000,0.104184,10.418410,0.895816,89.581590
1008,104,104.000000,904.000000,1008.000000,0.103175,10.317460,0.896825,89.682540
915,94.2,94.200000,820.800000,915.000000,0.102951,10.295082,0.897049,89.704918
963,95.5,95.500000,867.500000,963.000000,0.099169,9.916926,0.900831,90.083074
401,38.4,38.400000,362.600000,401.000000,0.095761,9.576060,0.904239,90.423940
942,90.1,90.100000,851.900000,942.000000,0.095648,9.564756,0.904352,90.435244
939,89.8,89.800000,849.200000,939.000000,0.095634,9.563365,0.904366,90.436635
936,88.9,88.900000,847.100000,936.000000,0.094979,9.497863,0.905021,90.502137
942,88.6,88.600000,853.400000,942.000000,0.094055,9.405520,0.905945,90.594480
923,85.6,85.600000,837.400000,923.000000,0.092741,9.274106,0.907259,90.725894
426,39.5,39.500000,386.500000,426.000000,0.092723,9.272300,0.907277,90.727700
414,37.7,37.700000,376.300000,414.000000,0.091063,9.106280,0.908937,90.893720
454,40.3,40.300000,413.700000,454.000000,0.088767,8.876652,0.911233,91.123348
1005,89.2,89.200000,915.800000,1005.000000,0.088756,8.875622,0.911244,91.124378
944,82.9,82.900000,861.100000,944.000000,0.087818,8.781780,0.912182,91.218220
